Ident,runway,city,state,type,predicted_MTBO,projected_MTBO,last_MTBO,hours_since_last_outage,region,tier\n
Ident,runway,city,state,type,predicted_MTBO,projected_MTBO,last_MTBO,hours_since_last_outage,region,tier\n
Ident,runway,city,state,type,predicted_MTBO,projected_MTBO,last_MTBO,hours_since_last_outage,region,tier\n
Ident,runway,city,state,type,predicted_MTBO,projected_MTBO,last_MTBO,hours_since_last_outage,region,tier
BTV,15,BURLINGTON,VT,LOC,2822,2845,2956,2139,NE,3,2710
BUF,23,BUFFALO,NY,GS,10940,11432,10429,4422,EA,3,2710
BUF,23,BUFFALO,NY,LOC,2851,3037,2743,888,EA,3,2710
BUI,23R,KNOXVILLE,TN,GS,15158,5516,5076,54486,SO,3,2710
BUI,23R,KNOXVILLE,TN,LOC,24517,23170,13391,56122,SO,3,2710
BUL,09,MIAMI,FL,GS,1827,500,1767,1474,SO,1,2710
BUL,09,MIAMI,FL,LOC,2065,1581,3794,5264,SO,1,2710
BUR,08,BURBANK,CA,GS,1472,0,1657,891,WP,3,2710
BUR,08,BURBANK,CA,LOC,8068,8391,7939,891,WP,3,2710
BUZ,04,COLUMBUS,OH,GS,4563,4630,3974,2955,GL,3,2710
BUZ,04,COLUMBUS,OH,LOC,2145,2359,2204,1908,GL,3,2710
BVI,10,BEAVER FALLS,PA,LOC,2575,291,2130,4322,EA,3,2710
BVO,17,BARTLESVILLE,OK,LOC,13192,15240,13740,6440,SW,3,2710
BVX,08,BATESVILLE,AR,LOC,9125,5536,7147,18266,SW,3,2710
BVY,16,BEVERLY,MA,LOC,3185,3587,2131,5747,NE,3,2710
BWD,17,BROWNWOOD,TX,LOC,9123,10962,10073,2064,SW,3,2710
BWG,03,BOWLING GREEN,KY,GS,10402,12241,10746,339,SO,3,2710
BWG,03,BOWLING GREEN,KY,LOC,16076,17582,14761,6577,SO,3,2710
BWI,33R,BALTIMORE,MD,GS,2972,3242,1926,8663,EA,1,2710
BWI,33R,BALTIMORE,MD,LOC,5609,5525,4358,11326,EA,1,2710
BWM,18,NORMAN,OK,GS,11135,12860,13249,3118,SW,3,2710
BWM,18,NORMAN,OK,LOC,17907,18279,17278,3479,SW,3,2710
BWY,22L,LITTLE ROCK,AR,GS,7322,8718,8673,2207,SW,3,2710
BWY,22L,LITTLE ROCK,AR,LOC,3012,3849,6860,3080,SW,3,2710
BXA,18,BOGALUSA,LA,LOC,86861,69057,164306,9416,SW,X,2710
BXM,01R,BRUNSWICK,ME,GS,11453,11573,9924,12491,NE,3,2710
BXM,01R,BRUNSWICK,ME,LOC,12422,13134,12097,12491,NE,3,2710
BXN,36L,DAL-FT WORTH,TX,GS,57216,-1,-1,57216,SW,1,2710
BXN,36L,DAL-FT WORTH,TX,LOC,10505,11056,8732,11809,SW,1,2710
BXO,18,BIRMINGHAM,AL,LOC,13909,14216,660,67829,SO,3,2710
BXP,17L,DENVER,CO,GS,21826,24534,17531,27900,NM,1,2710
BXP,17L,DENVER,CO,LOC,21822,23860,21517,1523,NM,1,2710
BXY,13,ALLENTOWN,PA,GS,3096,1389,3393,1157,EA,3,2710
BXY,13,ALLENTOWN,PA,LOC,7913,8142,6838,5502,EA,3,2710
BYE,30,ALLIANCE,NE,GS,24143,27202,25461,20189,NM,3,2710
BYE,30,ALLIANCE,NE,LOC,21169,21546,8900,64828,NM,3,2710
BYH,18,BLYTHEVILLE,AR,GS,48369,37598,55215,20986,SO,X,2710
BYH,18,BLYTHEVILLE,AR,LOC,48423,27793,53850,26716,SO,X,2710
BYL,20,WILLIAMSBURG,KY,LOC,5531,4097,3008,12657,SO,3,2710
BYW,10R,CHICAGO,IL,GS,10446,7227,9176,15528,GL,1,2710
BYW,10R,CHICAGO,IL,LOC,17414,19922,18357,15528,GL,1,2710
BZB,22R,ROMULUS,MI,GS,22534,25495,15085,52331,GL,1,2710
BZB,22R,ROMULUS,MI,LOC,13780,11587,12730,27584,GL,1,2710
BZF,17R,CLINTON,OK,GS,14263,15016,13155,5553,SW,3,2710
BZF,17R,CLINTON,OK,LOC,3387,3866,3228,2217,SW,3,2710
BZN,12,BOZEMAN,MT,GS,5511,5837,5288,1130,NM,3,2710
BZN,12,BOZEMAN,MT,LOC,5044,4685,4826,1137,NM,3,2710
BZQ,32,STATESBORO,GA,GS,6102,8271,9707,8382,SO,3,2710
BZQ,32,STATESBORO,GA,LOC,15941,16614,15501,2383,SO,3,2710
BZU,08L,HOUSTON,TX,GS,30858,37218,26511,24486,SW,1,2710
BZU,08L,HOUSTON,TX,LOC,12262,9780,10193,24486,SW,1,2710
BZX,13,BISMARCK,ND,GS,1815,0,5637,3252,GL,3,2710
BZX,13,BISMARCK,ND,LOC,8382,7347,6580,9068,GL,3,2710
BZY,03,ALBUQUERQUE,NM,GS,4258,3154,2790,9603,SW,3,2710
BZY,03,ALBUQUERQUE,NM,LOC,2526,2734,1196,7446,SW,3,2710
CAC,17,NEWTON,KS,GS,9331,9737,6214,24532,CE,3,2710
CAC,17,NEWTON,KS,LOC,13428,13882,11804,8433,CE,3,2710
CAE,11,COLUMBIA,SC,GS,25881,24629,17529,54657,SO,3,2710
CAE,11,COLUMBIA,SC,LOC,10807,11420,11198,18969,SO,3,2710
CAK,01,AKRON,OH,GS,4171,4502,4599,3512,GL,3,2710
CAK,01,AKRON,OH,LOC,4265,4435,3111,7470,GL,3,2710
CBE,23,CUMBERLAND,MD,LOC,5608,5237,5424,3175,EA,3,2710
CBF,36,COUNCIL BLUFF,IA,GS,5185,7612,7669,490,CE,3,2710
CBF,36,COUNCIL BLUFF,IA,LOC,3088,2952,4594,5217,CE,3,2710
CBP,10L,COLUMBUS,OH,GS,6826,8503,8045,9009,GL,2,2710
CBP,10L,COLUMBUS,OH,LOC,2121,2275,2240,1020,GL,2,2710
CCI,33,CHARLESTON,SC,GS,9329,8603,8549,9733,SO,3,2710
CCI,33,CHARLESTON,SC,LOC,7029,7946,7255,1350,SO,3,2710
CCO,33,NEWNAN,GA,GS,54648,-1,-1,54648,SO,X,2710
CCO,33,NEWNAN,GA,LOC,100776,-1,-1,100776,SO,X,2710
CCR,19R,CONCORD,CA,LOC,7435,9075,8254,726,WP,3,2710
CDB,15,COLD BAY,AK,GS,1411,1106,3298,1856,AL,3,2710
CDB,15,COLD BAY,AK,LOC,770,768,755,385,AL,3,2710
CDG,33R,HOUSTON,TX,GS,16576,18359,18677,986,SW,1,2710
CDG,33R,HOUSTON,TX,LOC,8885,8823,9936,986,SW,1,2710
CDR,03,CHADRON,NE,GS,6879,9096,7655,3414,NM,3,2710
CDR,03,CHADRON,NE,LOC,9322,9378,9222,2815,NM,3,2710
CDV,27,CORDOVA,AK,GS,2817,5760,7922,1496,AL,3,2710
CDV,27,CORDOVA,AK,LOC,2323,1216,1602,6071,AL,3,2710
CDW,22,CALDWELL,NJ,LOC,6447,6556,1540,24680,EA,3,2710
CEC,12,CRESCENT CITY,CA,GS,11375,11853,9392,10540,NM,3,2710
CEC,12,CRESCENT CITY,CA,LOC,2099,2609,2454,2134,NM,3,2710
CEJ,19,WILDWOOD,NJ,LOC,11558,13595,13470,702,EA,3,2710
CER,35R,ORLANDO,FL,GS,12090,12025,13029,1448,SO,1,2710
CER,35R,ORLANDO,FL,LOC,10619,11993,10989,5929,SO,1,2710
CEW,17,CRESTVIEW,FL,GS,11085,8290,8409,25765,SO,3,2710
CEW,17,CRESTVIEW,FL,LOC,3020,3256,2088,5403,SO,3,2710
CFN,25R,LOS ANGELES,CA,GS,5334,5007,5631,218,WP,1,2710
CFN,25R,LOS ANGELES,CA,LOC,9665,9631,9355,3074,WP,1,2710
CFQ,10,MIDDLETON,WI,LOC,2076,0,1612,7584,GL,3,2710
CFU,33,CHESTERFIELD,VA,GS,67579,82449,100817,1102,EA,X,2710
CFU,33,CHESTERFIELD,VA,LOC,291456,-1,-1,291456,EA,X,2710
CGF,24,CLEVELAND,OH,GS,11001,11289,4922,30417,GL,3,2710
CGF,24,???????????????,OH,LOC,4570,4532,4103,2887,GL,3,2710
CGI,10,CAPE GIRARDEAU,MO,GS,23883,24110,21561,20386,SO,3,2710
CGI,10,CAPE GIRARDEAU,MO,LOC,14466,14842,9987,22443,SO,3,2710
CGW,02,CHATTANOOGA,TN,GS,1792,1563,3176,892,SO,3,2710
CGW,02,CHATTANOOGA,TN,LOC,11075,13456,8415,14261,SO,3,2710
CGZ,05,CASA GRANDE,AZ,GS,16575,16973,7661,46033,WP,3,2710
CGZ,05,CASA GRANDE,AZ,LOC,9480,9908,5439,20206,WP,3,2710
CHA,20,CHATTANOOGA,TN,GS,17740,19353,19002,6244,SO,3,2710
CHA,20,CHATTANOOGA,TN,LOC,7186,8654,7521,366,SO,3,2710
CHJ,32L,SEATTLE,WA,GS,5682,4827,4368,6702,NM,3,2710
CHJ,32L,SEATTLE,WA,LOC,9703,6474,7621,14088,NM,3,2710
CHO,03,CHARLOTTESVL,VA,GS,1985,2034,1694,1511,EA,3,2710
CHO,03,CHARLOTTESVL,VA,LOC,4272,4275,3742,2647,EA,3,2710
CHS,15,CHARLESTON,SC,GS,11542,9930,7106,24004,SO,3,2710
CHS,15,CHARLESTON,SC,LOC,5628,6019,5750,1604,SO,3,2710
CIC,13L,CHICO,CA,GS,5776,4974,8546,2467,WP,3,2710
CIC,13L,CHICO,CA,LOC,15472,17423,16389,1930,WP,3,2710
CID,09,CEDAR RAPIDS,IA,GS,1859,1893,1211,3723,CE,3,2710
CID,09,CEDAR RAPIDS,IA,LOC,8354,6827,4340,20510,CE,3,2710
CIU,16,KINROSS,MI,GS,9949,10489,8813,15320,GL,3,2710
CIU,16,KINROSS,MI,LOC,1223,1383,1620,655,GL,3,2710
CIX,18L,DAL-FT WORTH,TX,GS,7545,10149,7090,2494,SW,1,2710
CIX,18L,DAL-FT WORTH,TX,LOC,3646,1729,3542,523,SW,1,2710
CIZ,18L,COVINGTON,KY,GS,5539,6474,6800,3120,SO,2,2710
CIZ,18L,COVINGTON,KY,LOC,1651,1475,1865,1900,SO,2,2710
CJF,31,SPRINGFIELD,IL,GS,2834,2814,2534,1878,GL,3,2710
CJF,31,SPRINGFIELD,IL,LOC,2641,3017,2524,1878,GL,3,2710
CJH,24,MUSKEGON,MI,GS,9843,9506,8076,9247,GL,3,2710
CJH,24,MUSKEGON,MI,LOC,2025,3175,3974,1350,GL,3,2710
CJL,16R,SEATTLE,WA,GS,22253,24771,20766,13800,NM,1,2710
CJL,16R,SEATTLE,WA,LOC,23666,27369,25092,17963,NM,1,2710
CJN,18R,COVINGTON,KY,GS,10603,9134,5626,26859,SO,2,2710
CJN,18R,COVINGTON,KY,LOC,14408,13605,13190,10352,SO,2,2710
CKB,21,CLARKSBURG,WV,GS,2246,2680,2613,225,EA,3,2710
CKB,21,CLARKSBURG,WV,LOC,4431,4710,3498,5095,EA,3,2710
CKF,10,CORDELE,GA,LOC,35472,-1,-1,35472,SO,X,2710
CKV,35,CLARKSVILLE,TN,LOC,8929,8991,2928,30800,SO,1,2710
CLA,10,SAN JUAN,PR,GS,13371,12316,11450,17426,SO,2,2710
CLA,10,SAN JUAN,PR,LOC,6294,6341,4124,11573,SO,2,2710
CLE,06R,CLEVELAND,OH,GS,18770,17460,9025,57750,GL,2,2710
CLE,06R,CLEVELAND,OH,LOC,16241,16104,5466,53887,GL,2,2710
CLL,35,COLLEGE STA,TX,GS,18566,18971,14580,22467,SW,3,2710
CLL,35,COLLEGE STA,TX,LOC,3639,3443,2366,6368,SW,3,2710
CLM,08,PORT ANGELES,WA,GS,27695,27954,21783,32452,NM,3,2710
CLM,08,PORT ANGELES,WA,LOC,20852,21339,20488,2214,NM,3,2710
CLT,05,CHARLOTTE,NC,GS,51264,-1,-1,51264,SO,1,2710
CLT,05,CHARLOTTE,NC,LOC,17820,17986,13964,25126,SO,1,2710
CLZ,22R,BATON ROUGE,LA,GS,2329,1136,2007,7033,SW,3,2710
CLZ,22R,BATON ROUGE,LA,LOC,1988,1214,2382,1938,SW,3,2710
CMH,28L,COLUMBUS,OH,GS,932,536,979,4587,GL,2,2710
CMH,28L,COLUMBUS,OH,LOC,24562,24038,29304,19819,GL,2,2710
CMI,32R,CHAMPAIGN,IL,GS,18959,17168,9206,49062,GL,3,2710
CMI,32R,CHAMPAIGN,IL,LOC,12861,12733,2522,51730,GL,3,2710
CMX,31,HANCOCK,MI,GS,12957,15000,15668,7209,GL,3,2710
CMX,31,HANCOCK,MI,LOC,3355,2354,1951,7209,GL,3,2710
CNA,02L,FAIRBANKS,AK,GS,27016,27769,15736,73464,AL,3,2710
CNA,02L,FAIRBANKS,AK,LOC,5542,5151,5676,8907,AL,3,2710
CNL,04R,LITTLE ROCK,AR,GS,8380,9440,8097,2091,SW,3,2710
CNL,04R,LITTLE ROCK,AR,LOC,2049,4183,7958,2091,SW,3,2710
CNO,26R,CHINO,CA,GS,2786,3375,4282,3198,WP,3,2710
CNO,26R,CHINO,CA,LOC,4514,4327,3334,8736,WP,3,2710
CNV,26R,MIAMI,FL,LOC,8136,10669,9825,1381,SO,1,2710
CNW,17L,WACO,TX,GS,1662,0,835,5093,SW,3,2710
CNW,17L,WACO,TX,LOC,5113,6928,6341,5333,SW,3,2710
COA,32,INDIANAPOLIS,IN,GS,7886,9383,8786,166,GL,2,2710
COA,32,INDIANAPOLIS,IN,LOC,6648,9646,13119,2164,GL,2,2710
COE,06,COEUR D'ALENE,ID,GS,8995,9619,8928,2237,NM,3,2710
COE,06,COEUR D'ALENE,ID,LOC,1591,106,3846,5857,NM,3,2710
CON,35,CONCORD,NH,GS,6220,10018,10461,5816,NE,1,2710
CON,35,CONCORD,NH,LOC,2325,601,1165,5816,NE,1,2710
COS,35L,COLORADO SPGS,CO,GS,9325,9692,6247,15480,NM,3,2710
COS,35L,COLORADO SPGS,CO,LOC,7907,7263,6844,11041,NM,3,2710
COU,02,COLUMBIA,MO,GS,4453,3930,4579,4664,CE,3,2710
COU,02,COLUMBIA,MO,LOC,4441,3836,3590,4255,CE,3,2710
CPF,14,HAZARD,KY,LOC,16141,16450,9913,32116,SO,3,2710
CPQ,10R,LANSING,MI,GS,5940,6513,5516,2582,GL,3,2710
CPQ,10R,LANSING,MI,LOC,3475,4489,4331,4766,GL,3,2710
CPR,08,CASPER,WY,GS,25249,24871,6723,101410,NM,X,2710
CPR,08,CASPER,WY,LOC,5919,6281,463,28572,NM,X,2710
CPS,30L,EAST ST LOUIS,IL,GS,17120,18205,16641,18456,GL,3,2710
CPS,30L,EAST ST LOUIS,IL,LOC,11268,9767,5247,41861,GL,3,2710
CPT,15,CLEBURNE,TX,LOC,9319,8616,7240,10926,SW,3,2710
CRE,23,N MYRTLE BCH,SC,GS,13196,14121,9744,26619,SO,3,2710
CRE,23,N MYRTLE BCH,SC,LOC,7186,7678,5335,9270,SO,3,2710
CRG,32,JACKSONVILLE,FL,GS,9657,10056,5768,19858,SO,3,2710
CRG,32,JACKSONVILLE,FL,LOC,6919,7039,4673,11483,SO,3,2710
CRP,13,CRP CHRISTI,TX,GS,17133,17270,18969,4212,SW,3,2710
CRP,13,CRP CHRISTI,TX,LOC,7139,12081,8244,2522,SW,3,2710
CRQ,24,CARLSBAD,CA,GS,1828,1617,1418,2212,WP,3,2710
CRQ,24,CARLSBAD,CA,LOC,3789,4204,3417,5690,WP,3,2710
CRW,23,CHARLESTON,WV,GS,2074,2336,1267,5358,EA,3,2710
CRW,23,CHARLESTON,WV,LOC,2864,3238,1036,9918,EA,3,2710
CSG,06,COLUMBUS,GA,GS,74803,71307,67151,90109,SO,3,2710
CSG,06,COLUMBUS,GA,LOC,2981,2245,259,13923,SO,3,2710
CSV,26,CROSSVILLE,TN,GS,3880,3715,1065,15991,SO,3,2710
CSV,26,CROSSVILLE,TN,LOC,16877,18309,19723,6437,SO,3,2710
CTJ,35,CARROLLTON,GA,GS,149400,-1,-1,149400,SO,X,2710
CTJ,35,CARROLLTON,GA,LOC,146086,105320,284728,7444,SO,X,2710
CUA,01L,LAS VEGAS,NV,GS,3014,879,1847,5907,WP,1,2710
CUA,01L,LAS VEGAS,NV,LOC,2990,1889,1542,7269,WP,1,2710
CUB,31,COLUMBIA,SC,LOC,23280,23280,22570,8120,SO,3,2710
CUE,18,MOSBY,MO,GS,13997,16254,17024,12941,CE,3,2710
CUE,18,MOSBY,MO,LOC,24146,25265,17954,48914,CE,3,2710
CVD,03,CARLSBAD,NM,GS,12805,12289,15372,13807,SW,3,2710
CVD,03,CARLSBAD,NM,LOC,6998,6339,1872,25682,SW,3,2710
CVG,36C,COVINGTON,KY,GS,11087,9971,4511,41041,SO,2,2710
CVG,36C,COVINGTON,KY,LOC,7269,9393,8618,10179,SO,2,2710
CVN,04,CLOVIS,NM,GS,5977,7521,5966,154,SW,3,2710
CVN,04,CLOVIS,NM,LOC,2952,4799,5072,154,SW,3,2710
CVO,17,CORVALLIS,OR,GS,12899,13279,11877,5158,NM,3,2710
CVO,17,CORVALLIS,OR,LOC,4048,4579,3448,5446,NM,3,2710
CWA,08,MOSINEE,WI,GS,8223,7180,6086,16090,GL,3,2710
CWA,08,MOSINEE,WI,LOC,6749,6767,4089,30869,GL,3,2710
CWF,15,LAKE CHARLES,LA,GS,294384,-1,-1,294384,SW,X,2710
CWF,15,LAKE CHARLES,LA,LOC,294384,-1,-1,294384,SW,X,2710
CWJ,26,PHOENIX,AZ,GS,5942,6281,7282,7850,WP,1,2710
CWJ,26,PHOENIX,AZ,LOC,6859,5998,4723,20694,WP,1,2710
CWT,36,ST PETERSBURG,FL,GS,6245,6160,6008,4929,SO,3,2710
CWT,36,ST PETERSBURG,FL,LOC,1014,404,1003,227,SO,3,2710
CXO,14,CONROE,TX,GS,4362,4055,4216,10210,SW,3,2710
CXO,14,CONROE,TX,LOC,2141,1316,1872,5379,SW,3,2710
CXY,08,N CUMBERLAND,PA,GS,6692,6950,6095,3007,EA,3,2710
CXY,08,N CUMBERLAND,PA,LOC,14908,15356,11572,22564,EA,3,2710
CYS,27,CHEYENNE,WY,GS,9417,9453,970,42652,NM,3,2710
CYS,27,CHEYENNE,WY,LOC,8517,8757,6544,11497,NM,3,2710
CYZ,08R,GRAND RAPIDS,MI,GS,6164,7826,6963,2841,GL,3,2710
CYZ,08R,GRAND RAPIDS,MI,LOC,1054,0,2013,227,GL,3,2710
CZH,14,JACKSONVILLE,FL,GS,1580,1658,1385,2650,SO,3,2710
CZH,14,JACKSONVILLE,FL,LOC,4428,5416,6997,1237,SO,3,2710
CZL,35,CALHOUN,GA,LOC,315552,-1,-1,315552,SO,,2710
CZM,22,CAMBRIDGE,OH,LOC,213696,-1,-1,213696,GL,,2710
DAB,07L,DAYTONA BEACH,FL,GS,1464,1285,1759,1499,SO,3,2710
DAB,07L,DAYTONA BEACH,FL,LOC,712,722,972,270,SO,3,2710
DAL,13L,DALLAS,TX,GS,24721,26272,28829,37903,SW,2,2710
DAL,13L,DALLAS,TX,LOC,16789,17513,12823,19847,SW,2,2710
DAN,02,DANVILLE,VA,GS,3077,2823,2045,5215,EA,3,2710
DAN,02,DANVILLE,VA,LOC,4097,4796,5260,5421,EA,3,2710
DAY,18,DAYTON,OH,GS,943,825,943,821,GL,3,2710
DAY,18,DAYTON,OH,LOC,10171,9832,7544,13945,GL,3,2710
DBF,25R,DAYTONA BEACH,FL,GS,303,0,74,1203,SO,3,2710
DBF,25R,DAYTONA BEACH,FL,LOC,11522,12639,11214,1567,SO,3,2710
DBN,02,DUBLIN,GA,GS,3754,4534,5451,317,SO,1,2710
DBN,02,DUBLIN,GA,LOC,6849,7928,7314,8096,SO,1,2710
DBQ,31,DUBUQUE,IA,LOC,769,149,272,2693,CE,3,2710
DCA,01,WASHINGTON,DC,GS,16349,21390,15485,19807,EA,1,2710
DCA,01,WASHINGTON,DC,LOC,13950,16382,13829,19807,EA,1,2710
DCI,35,GREELEY,CO,GS,2349,2763,343,10131,NM,1,2710
DCI,35,GREELEY,CO,LOC,2658,2837,3176,4682,NM,1,2710
DCU,18,DECATUR,AL,GS,16769,16660,11191,35116,SO,3,2710
DCU,18,DECATUR,AL,LOC,17764,18054,14498,18490,SO,3,2710
DCX,30,MIAMI,FL,GS,7624,7952,2809,24335,SO,1,2710
DCX,30,MIAMI,FL,LOC,7388,7746,7090,1614,SO,1,2710
DDC,14,DODGE CITY,KS,GS,604,127,848,150,CE,3,2710
DDC,14,DODGE CITY,KS,LOC,2812,397,3908,2810,CE,3,2710
DDO,35L,ORLANDO,FL,GS,8033,7541,7167,6147,SO,1,2710
DDO,35L,ORLANDO,FL,LOC,10196,8766,4512,28424,SO,1,2710
DDV,05R,COLUMBUS,OH,GS,83349,83885,118386,13275,GL,X,2710
DDV,05R,COLUMBUS,OH,LOC,49986,47330,60681,7207,GL,X,2710
DEC,06,DECATUR,IL,GS,14669,14321,9339,31875,GL,3,2710
DEC,06,DECATUR,IL,LOC,301,0,323,335,GL,3,2710
DEJ,01,ALBANY,NY,GS,9250,9446,6375,21397,EA,3,2710
DEJ,01,ALBANY,NY,LOC,4966,5074,6219,6652,EA,3,2710
DET,15,DETROIT,MI,GS,4762,5173,3858,4597,GL,3,2710
DET,15,DETROIT,MI,LOC,3172,3633,2798,2572,GL,3,2710
DGU,27,BOSTON,MA,GS,6248,3569,2455,18968,NE,1,2710
DGU,27,BOSTON,MA,LOC,24128,24278,20152,26635,NE,1,2710
DHN,32,DOTHAN,AL,GS,4464,4159,911,18877,SO,3,2710
DHN,32,DOTHAN,AL,LOC,10917,10667,7359,26014,SO,3,2710
DHY,25,NEWPORT NEWS,VA,GS,14519,16847,14479,3726,EA,3,2710
DHY,25,NEWPORT NEWS,VA,LOC,17592,18642,17461,989,EA,3,2710
DIK,32,DICKINSON,ND,GS,3191,3557,278,14590,GL,3,2710
DIK,32,DICKINSON,ND,LOC,10493,11058,7170,17023,GL,3,2710
DIZ,17R,ORLANDO,FL,GS,11470,13127,14575,5070,SO,1,2710
DIZ,17R,ORLANDO,FL,LOC,16137,16714,11307,33487,SO,1,2710
DJK,02,DEKALB,IL,GS,4970,4335,4427,5573,GL,1,2710
DJK,02,DEKALB,IL,LOC,8885,5146,9143,6269,GL,1,2710
DKX,26,KNOXVILLE,TN,LOC,7904,8218,7771,864,SO,3,2710
DLG,19,DILLINGHAM,AK,LOC,3021,2906,2278,4905,AL,3,2710
DLH,09,DULUTH,MN,GS,4610,4384,3982,3246,GL,3,2710
DLH,09,DULUTH,MN,LOC,7415,7455,5400,10520,GL,3,2710
DLL,01,BARABOO,WI,LOC,21410,20846,6040,77288,GL,3,2710
DLS,25,DALLESPORT,WA,GS,10109,10812,9463,28424,NM,3,2710
DLS,25,DALLESPORT,WA,LOC,13132,11673,7973,26431,NM,3,2710
DLV,28,MONTGOMERY,AL,GS,17982,18466,17282,4132,SO,3,2710
DLV,28,MONTGOMERY,AL,LOC,3329,3725,2287,5259,SO,3,2710
DLX,19C,DULLES,VA,GS,23584,23896,22167,10776,EA,1,2710
DLX,19C,DULLES,VA,LOC,8638,7910,3460,27345,EA,1,2710
DMI,27R,ROMULUS,MI,GS,18874,18173,7703,75281,GL,1,2710
DMI,27R,ROMULUS,MI,LOC,13145,12524,4098,48186,GL,1,2710
DMP,23R,RALEIGH,NC,GS,29649,29868,9975,98548,SO,2,2710
DMP,23R,RALEIGH,NC,LOC,15419,15855,14586,5388,SO,2,2710
DNN,14,DALTON,GA,GS,48104,49577,51247,41817,SO,X,2710
DNN,14,DALTON,GA,LOC,87631,83045,146964,28297,SO,X,2710
DNV,21,DANVILLE,IL,GS,4413,3711,2226,10953,GL,3,2710
DNV,21,DANVILLE,IL,LOC,18311,17980,6246,71406,GL,3,2710
DOF,36,WOODRUFF,WI,LOC,57420,43258,74471,6268,GL,X,2710
DOT,01L,KANSAS CITY,MO,GS,3945,0,6438,5212,CE,2,2710
DOT,01L,KANSAS CITY,MO,LOC,26539,27047,21546,61592,CE,2,2710
DPA,10,WEST CHICAGO,IL,GS,7325,6497,3309,20529,GL,3,2710
DPA,10,WEST CHICAGO,IL,LOC,4976,5071,3071,9920,GL,3,2710
DPP,35R,DENVER,CO,GS,21825,23390,19677,18413,NM,1,2710
DPP,35R,DENVER,CO,LOC,39527,46134,41330,32314,NM,1,2710
DPX,13R,DALLAS,TX,GS,10481,12466,12480,12654,SW,2,2710
DPX,13R,DALLAS,TX,LOC,7581,7960,5757,9581,SW,2,2710
DQG,36C,CHARLOTTE,NC,GS,18078,19680,18080,18133,SO,1,2710
DQG,36C,CHARLOTTE,NC,LOC,8815,8445,7257,15298,SO,1,2710
DQH,04,DOUGLAS,GA,GS,54274,50105,52334,58154,SO,X,2710
DQH,04,DOUGLAS,GA,LOC,333816,-1,-1,333816,SO,X,2710
DQJ,21,MADISON,WI,GS,7502,7411,4875,14674,GL,3,2710
DQJ,21,MADISON,WI,LOC,2219,1891,1677,5669,GL,3,2710
DQQ,16R,DENVER,CO,GS,21386,21573,9665,58722,NM,1,2710
DQQ,16R,DENVER,CO,LOC,21826,22052,13319,48960,NM,1,2710
DRI,36,DE RIDDER,LA,LOC,86460,68589,164294,8626,SW,X,2710
DRO,03,DURANGO,CO,GS,4140,1600,1782,13424,NM,3,2710
DRO,03,DURANGO,CO,LOC,20440,22294,20372,479,NM,3,2710
DRT,13,DEL RIO,TX,GS,9765,10469,11238,337,SW,3,2710
DRT,13,DEL RIO,TX,LOC,16493,18263,17793,344,SW,3,2710
DSM,31,DES MOINES,IA,GS,18436,15817,11636,37104,CE,3,2710
DSM,31,DES MOINES,IA,LOC,17338,17071,8762,47029,CE,3,2710
DSO,04,EVANSVILLE,IN,GS,13377,14363,10989,17436,GL,3,2710
DSO,04,EVANSVILLE,IN,LOC,6206,5811,8661,9553,GL,3,2710
DSY,01,SEARCY,AR,GS,21092,23500,27664,2021,SW,3,2710
DSY,01,SEARCY,AR,LOC,13145,13555,10225,15318,SW,3,2710
DSZ,18,MADISON,WI,GS,9132,9490,8318,4085,GL,3,2710
DSZ,18,MADISON,WI,LOC,25667,24676,33662,17672,GL,3,2710
DTN,14,SHREVEPORT,LA,LOC,2496,2275,660,9243,SW,3,2710
DTO,18,DENTON,TX,GS,5227,5688,4909,1831,SW,2,2710
DTO,18,DENTON,TX,LOC,3245,4019,2904,1734,SW,2,2710
DTW,04R,ROMULUS,MI,GS,22355,22233,6359,91265,GL,1,2710
DTW,04R,ROMULUS,MI,LOC,15052,15947,15447,7400,GL,1,2710
DUC,35,DUNCAN,OK,LOC,60758,70705,66524,49225,CE,X,2710
DUJ,25,DUBOIS,PA,GS,22416,27879,41739,5167,EA,3,2710
DUJ,25,DUBOIS,PA,LOC,15982,15740,12425,20503,EA,3,2710
DUS,34,MARSHFIELD,WI,LOC,340392,-1,-1,340392,GL,,2710
DVN,15,DAVENPORT,IA,GS,2409,1057,7182,2239,CE,3,2710
DVN,15,DAVENPORT,IA,LOC,1967,680,854,6954,CE,3,2710
DVR,18,LEBANON,NH,GS,701,0,878,1182,NE,3,2710
DVR,18,LEBANON,NH,LOC,1393,1596,1137,1300,NE,3,2710
DVS,35,GRAND RAPIDS,MI,GS,5784,6893,5748,2577,GL,3,2710
DVS,35,GRAND RAPIDS,MI,LOC,7849,8234,4700,16420,GL,3,2710
DWC,22L,ROMULUS,MI,GS,35117,35919,14835,55399,GL,1,2710
DWC,22L,ROMULUS,MI,LOC,23414,24246,8323,53597,GL,1,2710
DWE,18L,TULSA,OK,GS,14515,17938,21666,215,SW,3,2710
DWE,18L,TULSA,OK,LOC,5248,5597,4386,4330,SW,3,2710
DWW,05,DES MOINES,IA,GS,7918,7278,1416,32793,CE,3,2710
DWW,05,DES MOINES,IA,LOC,5594,6381,6669,536,CE,3,2710
DXR,08,DANBURY,CT,LOC,7836,7438,5834,10012,NE,3,2710
